Title,Author,Price,Release Date,Short Desc,Pages
Android Programming with Kotlin for Beginners,John Horton,$27.99 ,Apr-19,Build smart looking Kotlin apps with UI and functionality for the Android platform,698 pages
SQL Server 2017 Integration Services Cookbook,Christian Cote,$47.99 ,Jun-17,Harness the power of SQL Server 2017 Integration Services to build your data integration solutions w...,558 pages
The Machine Learning Workshop - Second Edition,Hyatt Saleh,$24.99 ,Jul-20,Take a comprehensive and step-by-step approach to understanding machine learning,286 pages
Mastering VMware vSphere 6.7 - Second Edition,Martin Gavanda,$27.99 ,Mar-19,"Unleash the benefits of VMware vSphere 6.7 to provide a powerful, flexible and secure digital infras...",756 pages
Java EE 8 Application Development,David R. Heffelfinger,$39.99 ,Dec-17,Develop Enterprise Java applications compliant with the latest version of the Java EE specification,372 pages
Hands-On Data Warehousing with Azure Data Factory,Christian Cote,$35.99 ,May-18,Leverage the power of Microsoft Azure Data Factory v2 to build hybrid data solutions,284 pages
Docker Quick Start Guide,Earl Waud,$23.99 ,Nov-18,Develop and build your Docker images and deploy your Docker containers securely.,230 pages
Mastering Ansible - Third Edition,James Freeman,$27.99 ,Mar-19,"Design, develop, and solve real-world automation and orchestration problems by unlocking the automat...",412 pages
Hands-On Time Series Analysis with R,Rami Krispin,$24.99 ,May-19,Build efficient forecasting models using traditional time-series models and machine learning algorit...,448 pages
Jenkins Essentials - Second Edition,Mitesh Soni,$31.99 ,Jun-17,Develop a base for DevOps culture by implementing Continuous Integration and Continuous Delivery inc...,280 pages
Hands-On Image Processing with Python,Sandipan Dey,$35.99 ,Nov-18,Explore the mathematical computations and algorithms for image processing using popular Python tools...,492 pages
Bioinformatics with Python Cookbook - Second Edition,Tiago Antao,$31.99 ,Nov-18,"Discover modern, next-generation sequencing libraries from Python ecosystem to analyze large amounts...",360 pages
Dynamics 365 Business Central Development Quick Start Guide,Stefano Demiliani,$23.99 ,Aug-18,Understanding the new Microsoft Extension model for development,224 pages
Swift Cookbook - Second Edition,Keith Moon,$27.99 ,Feb-21,"Discover recipes for building feature-rich, reliable iOS native apps and explore the latest features...",500 pages
Microservice Patterns and Best Practices,Vinicius Feitosa Pacheco,$35.99 ,Jan-18,Explore the concepts and tools you need to discover the world of microservices with various design p...,333 pages
Mastering ROS for Robotics Programming - Second Edition,Lentin Joseph,$39.99 ,Feb-18,Discover best practices and troubleshooting solutions when working on ROS,580 pages
Hands-On Mobile and Embedded Development with Qt 5,Lorn Potter,$27.99 ,Apr-19,"Explore Qt framework and APIs for building cross-platform applications for mobile devices, embedded ...",368 pages
Red Hat Enterprise Linux Troubleshooting Guide,Benjamin Cane,$43.99 ,Oct-15,"Identify, capture and resolve common issues faced by Red Hat Enterprise Linux administrators using b...",458 pages
Tableau Prep Cookbook,Hendrik Kleine,$27.99 ,Mar-21,Explore common and not-so-common data transformation scenarios and solutions to become well-versed w...,288 pages
Learning Linux Shell Scripting - Second Edition,Ganesh Sanjiv Naik,$35.99 ,May-18,Break through the practice of writing tedious code with shell scripts,332 pages
Boost.Asio C++ Network Programming Cookbook,Dmytro Radchuk,$39.99 ,Jan-16,Over 25 hands-on recipes to create robust and highly-efficient cross-platform distributed applicatio...,248 pages
Principles of Data Science,Sinan Ozdemir,$35.99 ,Dec-16,Learn the techniques and math you need to start making sense of your data,388 pages
Julia Programming Projects,Adrian Salceanu,$35.99 ,Dec-18,A step-by-step guide that demonstrates how to build simple-to-advanced applications through examples...,500 pages
Linux Device Drivers Development,John Madieu,$35.99 ,Oct-17,Learn to develop customized device drivers for your embedded Linux system,586 pages
Embedded Systems Architecture,Daniele Lacamera,$35.99 ,May-18,Learn to design and develop safe and reliable embedded systems,324 pages
Learn Microsoft Azure,Mohamed Wali,$35.99 ,Dec-18,Explore various Azure services to build solutions that leverage effective design patterns,354 pages
OpenGL 4 Shading Language Cookbook - Third Edition,David Wolff,$39.99 ,Sep-18,"Over 70 recipes that cover advanced techniques for 3D programming such as Lighting, Shading, Texture...",472 pages
Odoo 12 Development Cookbook - Third Edition,Parth Gajjar,$31.99 ,Apr-19,Build customized solutions for your business using the latest features of Odoo 12 and Python,774 pages
Hands-On Concurrency with Rust,Brian L. Troutwine,$35.99 ,May-18,Get to grips with modern software demands by learning the effective uses of Rust's powerful memory s...,462 pages
Apache Spark Quick Start Guide,Shrey Mehrotra,$20.99 ,Jan-19,A practical guide for solving complex data processing challenges by applying the best optimizations ...,154 pages
Scalable Data Streaming with Amazon Kinesis,Tarik Makota,$31.99 ,Mar-21,"Explore Kinesis managed services such as Kinesis Data Streams, Kinesis Data Analytics, Kinesis Data ...",314 pages
Kivy Cookbook,Hugo Solis,$35.99 ,Aug-15,Enhance your skills in developing multi-touch applications with Kivy,246 pages
Mastering Apex Programming,Paul Battisson,$34.99 ,Nov-20,Get to grips with the advanced features of Apex programming for Salesforce developers using this com...,368 pages
Big Data Analysis with Python,Ivan Marin,$20.99 ,Apr-19,"The goal of this course is to learn how to use Python and Spark to ingest, process, and analyze larg...",276 pages
Hands-On Artificial Intelligence for Cybersecurity,Alessandro Parisi,$31.99 ,Aug-19,Build smart cybersecurity systems with the power of machine learning and deep learning to protect yo...,342 pages
Mastering PHP 7,Branko Ajzele,$35.99 ,Jun-17,"Effective, readable, and robust codes in PHP",536 pages
Kivy - Interactive Applications and Games in Python - Second Edition,Roberto Ulloa,$35.99 ,Jun-15,Create responsive cross-platform UI/UX applications and games in Python using the open source Kivy l...,206 pages
Cisco ACI Cookbook,Stuart Fordham,$39.99 ,May-17,Over 90 recipes to maximize automated solutions and policy-drive application profiles using Cisco AC...,424 pages
C++ Data Structures and Algorithms,Wisnu Anggoro,$35.99 ,Apr-18,"Learn how to build efficient, secure and robust code in C++ by using data structures and algorithms ...",322 pages
Learning jQuery 3 - Fifth Edition,,$31.99 ,May-17,Create efficient and smart web applications with jQuery 3.0 using this step-by-step practical tutori...,448 pages
Mastering JBoss Drools 6,Mauricio Salatino,$39.99 ,Mar-16,Discover the power of Drools 6 and Business Rules for developing complex scenarios in your applicati...,330 pages
Mastering Windows PowerShell Scripting - Third Edition,Chris Dent,$38.99 ,Feb-19,This practical guide covers all the advanced PowerShell Core 6.0 functionalities that an administrat...,626 pages
TypeScript Microservices,Parth Ghiya,$35.99 ,May-18,"Build robust microservice-based applications that are distributed, fault tolerant, and always availa...",404 pages
Industrial Digital Transformation,Shyam Varan Nath,$24.99 ,Nov-20,Delve into industrial digital transformation and learn how to implement modern business strategies p...,426 pages
ROS Robotics By Example - Second Edition,Carol Fairchild,$39.99 ,Nov-17,Learning how to build and program your own robots with the most popular open source robotics program...,484 pages
Azure PowerShell Quick Start Guide,Thomas Mitchell,$23.99 ,Dec-18,Leverage PowerShell to perform many day-to-day tasks in Microsoft Azure,118 pages
Mastering Xamarin.Forms - Third Edition,Ed Snider,$20.99 ,Dec-19,New edition of the bestselling guide to building an effective mobile app architecture with Xamarin.F...,200 pages
UI Testing with Puppeteer,Dario Kondratiuk,$24.99 ,Mar-21,"Write fail-safe automation tests, device emulation, and browser automation using Puppeteer’s Google-...",316 pages
Hands-On Generative Adversarial Networks with PyTorch 1.x,John Hany,$27.99 ,Dec-19,"Apply deep learning techniques and neural network methodologies to build, train, and optimize genera...",312 pages
C++ System Programming Cookbook,Onorato Vaticone,$24.99 ,Feb-20,A problem-solution-based guide to help you overcome hurdles effectively while working with kernel AP...,292 pages
Apache Karaf Cookbook,Achim Nierbeck,$21.99 ,Aug-14,Over 60 recipes to help you get the most out of your Apache Karaf deployments,260 pages
Mastering SVG,Rob Larsen,$35.99 ,Sep-18,Take the plunge and develop cross-browser-compatible and responsive web designs with SVG,312 pages
Mastering Ubuntu Server - Second Edition,Jay LaCroix,$35.99 ,May-18,Get up-to-date with the finer points of Ubuntu Server using this comprehensive guide,552 pages
Multimedia Programming Using Max/MSP and TouchDesigner,Patrik Lechner,$29.99 ,Nov-14,"A step-by-step guide to designing, building, and refining immersive audio-visual applications and pe...",404 pages
PHP 7 Data Structures and Algorithms,Mizanur Rahman,$35.99 ,May-17,Increase your productivity by implementing data structures,340 pages
Hands-On Serverless Computing with Google Cloud,Richard Rose,$34.99 ,Feb-20,Effectively deploy fully managed workloads using Google Cloud's serverless services,320 pages
Software Architecture with Spring 5.0,René Enríquez,$39.99 ,Aug-18,"Discover how different software architectural models can help you solve problems, and learn best pra...",372 pages
R Bioinformatics Cookbook,Dan MacLean,$31.99 ,Oct-19,Over 60 recipes to model and handle real-life biological data using modern libraries from the R ecos...,316 pages
Natural Language Processing Fundamentals,Sohom Ghosh,$27.99 ,Mar-19,Use Python and NLTK (Natural Language Toolkit) to build out your own text classifiers and solve comm...,374 pages
Apache Camel Developer's Cookbook,Scott Cranton,$29.99 ,Dec-13,"For Apache Camel developers, this is the book you’ll always want to have handy. It’s stuffed full of...",424 pages
Mastering Git,Jakub Narebski,$39.99 ,Apr-16,Attain expert-level proficiency with Git for enhanced productivity and efficient collaboration by ma...,418 pages
Mastering Adobe Photoshop Elements 2021 - Third Edition,Robin Nichols,$34.99 ,Dec-20,"Leverage this well-illustrated, easy-to-understand end-to-end guide to become an accomplished photo ...",410 pages
Artificial Intelligence for Big Data,Anand Deshpande,$35.99 ,May-18,Build next-generation Artificial Intelligence systems with Java,384 pages
Hands-On Functional Programming with C++,Alexandru Bolboaca,$24.99 ,Jun-19,Learn functional programming and build robust applications using the latest functional features in C...,358 pages
Cloud Native Architectures,Tom Laszewski,$35.99 ,Aug-18,Learn and understand the need to architect cloud applications and migrate your business to cloud eff...,354 pages
Developing Multi-Platform Apps with Visual Studio Code,Ovais Mehboob Ahmed Khan,$31.99 ,Sep-20,Redefine your software development experience by understanding the extensive features and rich funct...,334 pages
Data Wrangling with Python,Dr. Tirthajyoti Sarkar,$27.99 ,Feb-19,"Simplify your ETL processes with these hands-on data hygiene tips, tricks, and best practices.",452 pages
Implementing Microsoft SharePoint 2019,Lewin Wanzer,$24.99 ,Dec-20,Bring on-premise and cloud collaboration features to life with Microsoft’s enterprise content manage...,636 pages
Expert Delphi,Pawel Glowacki,$39.99 ,Jun-17,Become a developer superhero and build stunning cross-platform apps with Delphi,506 pages
Microsoft System Center 2016 Service Manager Cookbook - Second Edition,Anders Asp (MVP),$47.99 ,Feb-17,Discover over 100 practical recipes to help you master the art of IT service management for your org...,638 pages
Ethereum Smart Contract Development,Mayukh Mukhopadhyay,$27.99 ,Feb-18,Become an Ethereum Blockchain developer using a blend of concepts and hands-on implementations,288 pages
Learning ServiceNow - Second Edition,Tim Woodruff,$39.99 ,Jun-18,IT service management automation at your fingertips,388 pages
Hands-On Game Development Patterns with Unity 2019,David Baron,$20.99 ,Mar-19,"Write maintainable, fault-tolerant, and cleaner game codes by understanding the standard development...",242 pages
Effortless App Development with Oracle Visual Builder,Ankur Jain,$34.99 ,Mar-21,Build web and mobile apps quickly with Oracle Visual Builder and delve into real-time end-to-end use...,500 pages
Hands-On Data Science and Python Machine Learning,Frank Kane,$31.99 ,Jul-17,This book covers the fundamentals of machine learning with Python in a concise and dynamic manner. I...,420 pages
Godot Engine Game Development Projects,Chris Bradfield,$31.99 ,Jun-18,"A project based guides to learn animation, advanced shaders, environments, particle rendering, and n...",298 pages
Hands-On Deep Learning for IoT,Dr. Mohammad Abdur Razzaque,$24.99 ,Jun-19,Implement popular deep learning techniques to make your IoT applications smarter,308 pages
Bug Bounty Hunting Essentials,Carlos A. Lozano,$31.99 ,Nov-18,Get hands-on experience on concepts of Bug Bounty Hunting,270 pages
Mastering Apache Maven 3,Prabath Siriwardena,$26.99 ,Dec-14,Enhance developer productivity and address exact enterprise build requirements by extending Maven,298 pages
CCBA® and CBAP® Certifications Study Guide,Esta Lessing,$20.99 ,May-20,"A handy, on-the-job reference filled with real-life scenarios to help you achieve the Certified Busi...",542 pages
Mastering Machine Learning with R - Third Edition,Cory Lesmeister,$27.99 ,Jan-19,Stay updated with expert techniques for solving data analytics and machine learning challenges and g...,354 pages
Scala and Spark for Big Data Analytics,Md. Rezaul Karim,$51.99 ,Jul-17,Harness the power of Scala to program Spark and analyze tonnes of data in the blink of an eye!,898 pages
Learn Selenium,Unmesh Gundecha,$34.99 ,Jul-19,"Learn end-to-end automation testing techniques for web and mobile browsers using Selenium WebDriver,...",536 pages
CompTIA Server+ Certification Guide,Ron Price,$27.99 ,Feb-19,Master the concepts and techniques that will enable you to succeed on the SK0-004 exam the first tim...,514 pages
Learn to Create WordPress Themes by Building 5 Projects,Eduonix Learning Solutions,$27.99 ,Dec-17,"This book will help you take your first steps in the WordPress theme development process, with 5 dif...",458 pages
Data Science for Marketing Analytics,Tommy Blanchard,$27.99 ,Mar-19,Explore new and more sophisticated tools that reduce your marketing analytics efforts and give you p...,420 pages
The Data Analysis Workshop,Gururajan Govindan,$24.99 ,Jul-20,Learn how to analyze data using Python models with the help of real-world use cases and guidance fro...,626 pages
Hands-On Data Analysis with Pandas,Stefanie Molin,$31.99 ,Jul-19,"Get to grips with pandas - a versatile and high-performance Python library for data manipulation, an...",740 pages
Amazon Connect: Up and Running,Jeff Armstrong,$27.99 ,Apr-21,"Explore Amazon Connect, from implementing call flows and creating AI bots to integrating artificial ...",338 pages
Flask By Example,Gareth Dwyer,$27.99 ,Mar-16,Unleash the full potential of the Flask web framework by creating simple yet powerful web applicatio...,276 pages
Hands-On Enterprise Automation on Linux,James Freeman,$31.99 ,Jan-20,Achieve enterprise automation in your Linux environment with this comprehensive guide,512 pages
Developing Java Applications with Spring and Spring Boot (eBook),Claudio Eduardo de Oliveira,$79.99 ,Oct-18,An end-to-end software development guide for the Java eco-system using the most advanced frameworks:...,982 pages
Mastering Bash,Giorgio Zarrelli,$35.99 ,Jun-17,Your one stop guide to making the most out of Bash programming,502 pages
Salesforce Lightning Platform Enterprise Architecture - Third Edition,Andrew Fawcett,$39.99 ,Nov-19,A comprehensive guide filled with best practices and tailor-made examples - a must-read for all Ligh...,646 pages
Learning RSLogix 5000 Programming - Second Edition,Austin Scott,$27.99 ,Jul-20,"Get well-versed with Logix Platform, Rockwell Automation terminologies, and resources available onli...",384 pages
Programming Microsoft Dynamics NAV - Fifth Edition,Mark Brummel,$47.99 ,Apr-17,Customize your NAV applications,706 pages
Learning Pentaho Data Integration 8 CE - Third Edition,María Carina Roldán,$39.99 ,Dec-17,"Get up and running with the Pentaho Data Integration tool using this hands-on, easy-to-read guide",500 pages
WiX Cookbook,Nick Ramirez,$26.99 ,Jan-15,Over 60 hands-on recipes packed with tips and tricks to boost your Windows installations,260 pages
Automated Testing in Microsoft Dynamics 365 Business Central,Luc van Vugt,$17.99 ,Apr-19,Learn how to write automated tests for Dynamics 365 Business Central and see how to implement it in ...,222 pages
Multiplayer Game Development with HTML5,Rodrigo Silveira,$23.99 ,May-15,"Build fully-featured, highly interactive multiplayer games with HTML5",180 pages
Mastering Ceph,Nick Fisk,$35.99 ,May-17,"Deep dive into the unified, distributed storage system in order to provide excellent performance",240 pages
Mastering Splunk 8,James D. Miller,$38.99 ,Dec-20,Perform advanced manipulation and analytical tasks to gain insights from machine data,456 pages
Building Enterprise JavaScript Applications,Daniel Li,$35.99 ,Sep-18,"Strengthen your applications by adopting Test-Driven Development (TDD), the OpenAPI Specification, C...",764 pages
Magento 2 Development Quick Start Guide,Branko Ajzele,$23.99 ,Sep-18,Create an interactive online store and customize it further using Magento,218 pages
Machine Learning Automation with TPOT,Dario Radecic,$27.99 ,May-21,Discover how TPOT can be used to handle automation in machine learning and explore the different typ...,270 pages
Unreal Engine 4 Game Development Quick Start Guide,Rachel Cordone,$17.99 ,May-19,Learn how to use Unreal Engine 4 by building 3D and multiplayer games using Blueprints,202 pages
Learning Go Programming,Vladimir Vivien,$39.99 ,Oct-16,An insightful guide to learning the Go programming language,348 pages
The Infinite Retina,Irena Cronin,$20.99 ,May-20,"A compelling and insightful look at the future of Spatial Computing, and how this cutting-edge techn...",402 pages
Building Blockchain Projects,Narayan Prusty,$35.99 ,Apr-17,Develop real-time practical DApps using Ethereum and JavaScript,266 pages
Learning Scala Programming,Vikash Sharma,$35.99 ,Jan-18,"Learn how to write scalable and concurrent programs in Scala, a language that grows with you.",426 pages
Learning ArcGIS Pro 2 - Second Edition,Tripp Corbin,$34.99 ,Jul-20,"Create 2D maps and 3D scenes, analyze GIS data, and share your results with the GIS community using ...",542 pages
Salesforce Platform App Builder Certification Guide,Paul Goodey,$27.99 ,Nov-20,Get up to speed with the essential concepts and techniques necessary to prepare for the Salesforce P...,412 pages
Python High Performance - Second Edition,Dr. Gabriele Lanaro,$31.99 ,May-17,Learn how to use Python to create efficient applications,270 pages
LaTex Beginner's Guide,Stefan Kottwitz,$26.99 ,Mar-11,"When there?s a scientific or technical paper to write, the versatility of LaTeX is very attractive. ...",336 pages
Hands-On Cloud Administration in Azure,Mustafa Toroman,$35.99 ,Oct-18,"Explore Azure services such as networking, virtual machines, web apps, databases, cloud migration, a...",390 pages
Deep Reinforcement Learning Hands-On,Maxim Lapan,$31.99 ,Jun-18,This practical guide will teach you how deep learning (DL) can be used to solve complex real-world p...,546 pages
Django RESTful Web Services,Gaston C. Hillar,$31.99 ,Jan-18,"Design, build and test RESTful web services with the Django framework and Python",326 pages
GNU/Linux Rapid Embedded Programming,Rodolfo Giometti,$47.99 ,Mar-17,An annotated guide to program and develop GNU/Linux Embedded systems quickly,732 pages
pytest Quick Start Guide,Bruno Oliveira,$23.99 ,Aug-18,Learn the pytest way to write simple tests which can also be used to write complex tests,160 pages
React Cookbook,Carlos Santana Roldán,$35.99 ,Aug-18,"Over 66 hands-on recipes that cover UI development, animations, component architecture, routing, dat...",580 pages
Version Control with Git and GitHub,Alex Magana,$27.99 ,Dec-18,"Learn to create and enforce checks and controls for tracking, merging, and approval of changes in yo...",344 pages
Salesforce Advanced Administrator Certification Guide,Enrico Murru,$31.99 ,Nov-19,"Master advanced Salesforce Administration concepts with expert tips, techniques, and mock tests",672 pages
Quantum Computing with Silq Programming,Srinjoy Ganguly,$27.99 ,Apr-21,Learn the mathematics behind quantum computing and explore the high-level quantum language Silq to t...,310 pages
Full-Stack React Projects,Shama Hoque,$35.99 ,May-18,"Unleash the power of MERN stack by building diverse web applications using React, Node.js, Express, ...",470 pages
Advanced Oracle PL/SQL Developer's Guide - Second Edition,Saurabh K. Gupta,$47.99 ,Feb-16,Master the advanced concepts of PL/SQL for professional-level certification and learn the new capabi...,428 pages
Redis 4.x Cookbook,Pengcheng Huang,$31.99 ,Feb-18,"Leverage the power of Redis 4.x to develop, optimize and administer your Redis solutions with ease",382 pages
Mastering ASP.NET Web API,Mithun Pattankar,$35.99 ,Aug-17,Leverage ASP.Net Web API to build professional web services and create powerful applications.,330 pages
Gradle Effective Implementations Guide - Second Edition,Hubert Klein Ikkink,$35.99 ,May-16,A comprehensive guide to get up and running with build automation using Gradle,368 pages
Learn Python by Building Data Science Applications,Philipp Kats,$24.99 ,Aug-19,Understand the constructs of the Python programming language and use them to build data science proj...,482 pages
Real-World SRE,Nat Welch,$31.99 ,Aug-18,This hands-on survival manual will give you the tools to confidently prepare for and respond to a sy...,340 pages
Hands-On GPU Programming with Python and CUDA,Dr. Brian Tuomanen,$35.99 ,Nov-18,"Build real-world applications with Python 2.7, CUDA 9, and CUDA 10. We suggest the use of Python 2.7...",310 pages
The Computer Vision Workshop,Hafsa Asad,$34.99 ,Jul-20,Explore the potential of deep learning techniques in computer vision applications using the Python e...,568 pages
Learning Boost C++ Libraries,Arindam Mukherjee,$39.99 ,Jul-15,"Solve practical programming problems using powerful, portable, and expressive libraries from Boost",558 pages
Mastering UI Development with Unity,Dr. Ashley Godbold,$35.99 ,Apr-18,Master Game UI system by creating captivating user interface components with Unity 5 through Unity 2...,468 pages
Information Security Handbook,Darren Death,$35.99 ,Dec-17,Implement information security effectively as per your organization?s needs.,330 pages
Hands-On Artificial Intelligence with Unreal Engine,Francesco Sapio,$27.99 ,Apr-19,Learn to build intelligent and responsive Non-Player Characters for your games with Unreal Engine Ga...,552 pages
OpenVPN Cookbook - Second Edition,Jan Just Keijser,$39.99 ,Feb-17,Discover over 90 practical and exciting recipes that leverage the power of OpenVPN 2.4 to help you o...,400 pages
C# 8 and .NET Core 3 Projects Using Azure - Second Edition,Paul Michaels,$27.99 ,Dec-19,Get up to speed with using C# 8 and .NET Core 3.0 features to build real-world .NET Core application...,528 pages
Rust Quick Start Guide,Daniel Arbuckle,$23.99 ,Oct-18,Get familiar with writing programs in the trending new systems programming language that brings toge...,180 pages
Ceph Cookbook - Second Edition,Vikhyat Umrao,$35.99 ,Nov-17,"Over 100 effective recipes to help you design, implement, and troubleshoot manage the software-defin...",466 pages
Redux Quick Start Guide,James Lee,$20.99 ,Feb-19,Integrate Redux with React and other front-end JavaScript frameworks efficiently and manage applicat...,204 pages
Android Programming for Beginners - Second Edition,John Horton,$35.99 ,Oct-18,Learn all the Java and Android skills you need to start making powerful mobile applications with pra...,766 pages
Scala Design Patterns - Second Edition,Ivan Nikolov,$31.99 ,Apr-18,"Learn how to write efficient, clean, and reusable code with Scala",396 pages
Hands-On Microservices - Monitoring and Testing,Dinesh Rajput,$23.99 ,Oct-18,"Learn and implement various techniques related to testing, monitoring and optimization for microserv...",160 pages
Customizing ASP.NET Core 5.0,Jürgen Gutsch,$24.99 ,Jan-21,A guide to discovering the hidden behaviors of ASP.NET Core that can be customized to optimize your ...,160 pages
Metasploit Penetration Testing Cookbook - Third Edition,Daniel Teixeira,$35.99 ,Feb-18,Over 100 recipes for penetration testing using Metasploit and virtual machines,389 pages
Julia 1.0 Programming - Second Edition,Ivo Balbaert,$31.99 ,Sep-18,"Enter the exciting world of Julia, a high-performance language for technical computing",196 pages
Mastering Software Testing with JUnit 5,Boni García,$35.99 ,Oct-17,"A comprehensive, hands-on guide on unit testing framework for Java programming language",350 pages
Mastering Concurrency in Python,Quan Nguyen,$35.99 ,Nov-18,Immerse yourself in the world of Python concurrency and tackle the most complex concurrent programmi...,446 pages
MicroPython Cookbook,Marwan Alsabbagh,$27.99 ,May-19,"Build practical solutions to control LEDs, make music and read sensor data using popular microcontro...",452 pages
Network Programming with Rust,Abhishek Chanda,$35.99 ,Feb-18,Learn to write servers and network clients using Rust’s low-level socket classes with this guide,278 pages
Gnucash 2.4 Small Business Accounting: Beginner's Guide,Ashok Ramachandran,$26.99 ,Feb-11,Manage your accounts with this desktop financial manager application,324 pages
Mastering PostgreSQL 12 - Third Edition,Hans-Jürgen Schönig,$27.99 ,Nov-19,"Master the capabilities of PostgreSQL 12 such as advanced indexing, high availability, database conf...",470 pages
Network Science with Python and NetworkX Quick Start Guide,Edward L. Platt,$20.99 ,Apr-19,Manipulate and analyze network data with the power of Python and NetworkX,190 pages
Hands-On SQL Server 2019 Analysis Services,Steven Hughes,$31.99 ,Oct-20,Get up to speed with the new features added to Microsoft SQL Server 2019 Analysis Services and creat...,474 pages
Hands-on Data Analysis with Scala,Rajesh Gupta,$31.99 ,May-19,Master scala's advanced techniques to solve real-world problems in data analysis and gain valuable i...,298 pages
Mastering Python Regular Expressions,Félix López,$14.99 ,Feb-14,"For Python developers, this concise and down-to-earth guide to regular expressions is all you need t...",110 pages
Apache Hadoop 3 Quick Start Guide,Hrishikesh Karambelkar,$23.99 ,Oct-18,A fast paced guide that will help you learn about Apache Hadoop 3 and its ecosystem,226 pages
Getting Started with C++ Audio Programming for Game Development,David Gouveia,$23.99 ,Aug-13,"Written specifically to help C++ developers add audio to their games from scratch, this book gives a...",116 pages
Hands-On Convolutional Neural Networks with TensorFlow,Iffat Zafar,$23.99 ,Aug-18,Learn how to apply TensorFlow to a wide range of deep learning and Machine Learning problems with th...,272 pages
Java 9 Programming By Example,Peter Verhas,$35.99 ,Apr-17,Get the steps you need to discover the world of Java 9 programming using real-world examples,504 pages
Java Projects - Second Edition,Peter Verhas,$35.99 ,Aug-18,"Learn how to build scalable, resilient, and effective applications in Java that suit your software r...",524 pages
Applied Data Visualization with R and ggplot2,Dr. Tania Moulik,$23.99 ,Sep-18,Develop informative and aesthetic visualizations that enable effective data analysis in less time,140 pages
TypeScript Design Patterns,Vilic Vane,$31.99 ,Aug-16,Boost your development efficiency by learning about design patterns in TypeScript,256 pages
Python Penetration Testing Cookbook,Rejah Rehim,$27.99 ,Nov-17,"Over 50+ hands-on recipes to help you pen test networks using Python, discover vulnerabilities, and ...",226 pages
Continuous Delivery for Mobile with fastlane,Doron Katz,$35.99 ,Feb-18,"Learn continuous deployment and automation with code-signing, continuous testing, building, deployin...",346 pages
Building Computer Vision Projects with OpenCV 4 and C++,David Millán Escrivá,$34.99 ,Mar-19,Delve into practical computer vision and image processing projects and get up to speed with advanced...,538 pages
Hands-On Bitcoin Programming with Python,Harish Kumar Garg,$19.99 ,Aug-18,Simplified Python programming for Bitcoin and Blockchain,90 pages
Hands-On Generative Adversarial Networks with Keras,Rafael Valle,$27.99 ,May-19,Develop generative models for a variety of real-world use-cases and deploy them to production,272 pages
Blender Quick Start Guide,Allan Brito,$23.99 ,Sep-18,Learn the new Blender 2.8 user interface and make 3D models,194 pages
Python Machine Learning,Sebastian Raschka,$35.99 ,Sep-15,Learn how to build powerful Python machine learning algorithms to generate useful data insights with...,454 pages
Learning PowerCLI - Second Edition,Robert van den Nieuwendijk,$39.99 ,Feb-17,Learn to leverage the power of PowerCLI to automate your VMware vSphere environment with ease,562 pages
PostgreSQL Replication - Second Edition,Hans-Jürgen Schönig,$35.99 ,Jul-15,"Leverage the power of PostgreSQL replication to make your databases more robust, secure, scalable, a...",322 pages
Python Geospatial Analysis Cookbook,Michael Diener,$39.99 ,Nov-15,"Over 60 recipes to work with topology, overlays, indoor routing, and web application analysis with P...",310 pages
Building Applications with Spring 5 and Vue.js 2,James J. Ye,$35.99 ,Oct-18,Become efficient in both frontend and backend web development with Spring and Vue,590 pages
AWS Lambda Quick Start Guide,Markus Klems,$23.99 ,Jun-18,Discover techniques and tools for building serverless applications with AWS Lambda,184 pages
Automated Machine Learning,Adnan Masood,$31.99 ,Feb-21,Get to grips with automated machine learning and adopt a hands-on approach to AutoML implementation ...,312 pages
Learn Azure Sentinel,Richard Diver,$24.99 ,Apr-20,"Understand how to set up, configure, and use Azure Sentinel to provide security incident and event m...",422 pages
Serverless Integration Design Patterns with Azure,Abhishek Kumar,$31.99 ,Feb-19,A practical guide that helps you progress to using modern integration methods and leverage new cloud...,494 pages
Beginning Data Science with Python and Jupyter,Alex Galea,$11.99 ,Jun-18,Getting started with data science doesn't have to be an uphill battle. This step-by-step guide is id...,194 pages
Mastering SciPy,Francisco J. Blanco-Silva,$36.99 ,Nov-15,Implement state-of-the-art techniques to visualize solutions to challenging problems in scientific c...,404 pages
Hands-On Low-Code Application Development with Salesforce,Enrico Murru,$27.99 ,Oct-20,Explore a wide range of low-code tools in the Salesforce platform for building customized CRM applic...,608 pages
Tokenomics,Sean Au,$31.99 ,Oct-18,"Explore the differences between ICOs, cryptocurrencies, and tokens (offerings), enabling the reader ...",486 pages
Hands-On Neural Networks,Leonardo De Marchi,$24.99 ,May-19,Design and create neural networks with deep learning and artificial intelligence principles using Op...,280 pages
Java EE 8 and Angular,Prashant Padmanabhan,$35.99 ,Jan-18,Learn how to build high-performing enterprise applications using Java EE powered by Angular at the f...,348 pages
D3.js Quick Start Guide,Matthew Huntington,$23.99 ,Sep-18,This book will help you build interactive graphs that are viewable in any web browser using JavaScri...,180 pages
.NET Design Patterns,Praseed Pai,$31.99 ,Jan-17,Explore the world of .NET design patterns and bring the benefits that the right patterns can offer t...,314 pages
Hands-On Game Development with WebAssembly,Rick Battagline,$27.99 ,May-19,Make your WebAssembly journey fun while making a game with it,596 pages
Security with Go,John Daniel Leon,$31.99 ,Jan-18,"The first stop for your security needs when using Go, covering host, network, and cloud security for...",340 pages
